Case;Maschinenstatus;Verzögerung;vorher Maschinenpause;Vorverarbeitung
10052;Gut;Nein;Nein;nein
10053;Gut;Nein;Nein;nein
10054;Gut;Ja;Nein;nein
10055;Gut;Ja;Nein;nein
10056;Gut;Ja;Nein;nein
10057;Gut;Nein;Nein;nein
10058;Gut;Ja;Nein;nein
10059;Schlecht;Nein;Nein;Ja
10060;Schlecht;Nein;Nein;Ja
10061;Gut;Nein;Nein;nein
10062;Schlecht;Ja;Nein;Ja
10063;Gut;Ja;Ja;nein
10064;Schlecht;Nein;Nein;Ja
10065;Gut;Ja;Ja;nein
10066;Schlecht;Nein;Nein;Ja
10067;Schlecht;Ja;Nein;Ja
10068;Gut;Nein;Ja;nein
10069;Gut;Nein;Nein;nein
10070;Gut;Nein;Ja;nein
10071;Gut;Nein;Nein;nein
10072;Gut;Nein;Nein;nein
10073;Schlecht;Ja;Nein;nein
10074;Schlecht;Ja;Nein;Ja
10075;Gut;Nein;Ja;nein
10076;Gut;Nein;Nein;nein
10077;Gut;Nein;Nein;nein
10078;Schlecht;Nein;Nein;Ja
10079;Schlecht;Ja;Nein;Ja
10080;Schlecht;Ja;Nein;Ja
10081;Gut;Ja;Ja;nein
10082;Schlecht;Nein;Nein;Ja
10083;Gut;Ja;Nein;nein
10084;Gut;Nein;Nein;Ja
10085;Schlecht;Nein;Nein;Ja
10086;Gut;Nein;Ja;nein
10087;Gut;Nein;Nein;nein
10088;Schlecht;Ja;Nein;nein
10089;Gut;Ja;Nein;nein
10090;Gut;Ja;Nein;nein
10091;Gut;Ja;Nein;nein
10092;Gut;Nein;Nein;nein
10093;Gut;Nein;Nein;nein
10094;Gut;Nein;Nein;nein
10095;Gut;Nein;Ja;nein
10096;Gut;Nein;Nein;nein
10097;Gut;Ja;Ja;nein
10098;Gut;Ja;Nein;nein
10099;Gut;Nein;Nein;nein
10100;Gut;Nein;Ja;nein
10101;Gut;Ja;Nein;nein
10102;Gut;Nein;Nein;nein
10103;Gut;Nein;Ja;Ja
10104;Schlecht;Ja;Nein;Ja
10105;Schlecht;Nein;Nein;Ja
10106;Gut;Nein;Nein;nein
10107;Gut;Ja;Nein;nein
10108;Schlecht;Nein;Nein;Ja
10109;Gut;Nein;Nein;nein
10110;Schlecht;Nein;Nein;Ja
10111;Schlecht;Ja;Nein;Ja
10112;Schlecht;Ja;Nein;Ja
10113;Gut;Ja;Nein;nein
10114;Gut;Nein;Ja;nein
10115;Gut;Ja;Ja;nein
10116;Schlecht;Ja;Nein;Ja
10117;Gut;Ja;Nein;nein
10118;Schlecht;Nein;Nein;Ja
10119;Gut;Nein;Nein;nein
10120;Gut;Nein;Ja;nein
10121;Gut;Nein;Nein;nein
10122;Gut;Ja;Nein;nein
10123;Gut;Ja;Nein;nein
10124;Gut;Nein;Ja;nein
10125;Schlecht;Nein;Nein;Ja
10126;Gut;Ja;Nein;Ja
10127;Gut;Nein;Ja;nein
10128;Schlecht;Ja;Nein;Ja
10129;Schlecht;Nein;Nein;Ja
10130;Gut;Nein;Nein;nein
10131;Gut;Ja;Nein;nein
10132;Schlecht;Nein;Nein;Ja
10133;Gut;Ja;Nein;nein
10134;Gut;Nein;Nein;nein
10135;Gut;Nein;Ja;nein
10136;Schlecht;Ja;Nein;Ja
10137;Gut;Ja;Nein;nein
10138;Gut;Nein;Ja;nein
10139;Gut;Ja;Ja;nein
10140;Schlecht;Ja;Nein;Ja
10141;Schlecht;Nein;Nein;Ja
10142;Gut;Ja;Nein;nein
10143;Gut;Ja;Nein;nein
10144;Gut;Ja;Nein;nein
10145;Schlecht;Nein;Nein;Ja
10146;Gut;Ja;Nein;nein
10147;Gut;Nein;Ja;nein
10148;Gut;Ja;Nein;nein
10149;Gut;Nein;Nein;nein
10150;Schlecht;Ja;Nein;Ja
10151;Gut;Ja;Ja;nein
10152;Gut;Ja;Nein;nein
10153;Gut;Nein;Nein;nein
10154;Gut;Nein;Ja;nein
10155;Gut;Nein;Ja;nein
10156;Gut;Nein;Ja;nein
10157;Gut;Nein;Nein;nein
10158;Schlecht;Nein;Nein;Ja
10159;Schlecht;Ja;Nein;Ja
10160;Schlecht;Ja;Nein;Ja
10161;Gut;Nein;Nein;nein
10162;Schlecht;Ja;Nein;Ja
10163;Schlecht;Ja;Nein;Ja
10164;Gut;Nein;Nein;Ja
10165;Gut;Nein;Nein;nein
10166;Schlecht;Nein;Nein;Ja
10167;Gut;Nein;Ja;nein
10168;Gut;Nein;Nein;nein
10169;Gut;Nein;Nein;nein
10170;Gut;Nein;Nein;nein
10171;Gut;Ja;Nein;nein
10172;Gut;Ja;Nein;nein
10173;Gut;Nein;Nein;Ja
10174;Schlecht;Ja;Ja;Ja
10175;Gut;Nein;Nein;nein
10176;Schlecht;Nein;Nein;nein
10177;Schlecht;Ja;Nein;nein
10178;Gut;Nein;Nein;nein
10179;Schlecht;Ja;Nein;Ja
10180;Gut;Nein;Ja;nein
10181;Gut;Ja;Nein;nein
10182;Schlecht;Nein;Ja;Ja
10183;Gut;Ja;Nein;nein
10184;Gut;Nein;Nein;nein
10185;Schlecht;Ja;Nein;Ja
10186;Gut;Nein;Nein;nein
10187;Gut;Ja;Nein;nein
10188;Gut;Nein;Nein;nein
10189;Gut;Nein;Ja;nein
10190;Schlecht;Nein;Nein;Ja
10191;Gut;Nein;Nein;Ja
10192;Gut;Ja;Nein;nein
10193;Schlecht;Ja;Nein;Ja
10194;Gut;Ja;Ja;nein
10195;Gut;Nein;Nein;nein
10196;Gut;Nein;Nein;Ja
10197;Gut;Nein;Nein;nein
10198;Schlecht;Ja;Nein;nein
10199;Gut;Ja;Nein;nein
10200;Gut;Nein;Nein;nein
10201;Gut;Nein;Nein;nein
10202;Schlecht;Ja;Nein;Ja
10203;Schlecht;Ja;Nein;Ja
10204;Gut;Ja;Nein;nein
10205;Gut;Nein;Nein;nein
10206;Gut;Nein;Nein;nein
10207;Gut;Nein;Nein;nein
10208;Schlecht;Ja;Nein;Ja
10209;Gut;Ja;Ja;nein
10210;Gut;Nein;Nein;nein
10211;Schlecht;Ja;Ja;Ja
10212;Gut;Nein;Ja;nein
10213;Gut;Ja;Nein;nein
10214;Gut;Ja;Nein;nein
10215;Schlecht;Ja;Nein;Ja
10216;Schlecht;Ja;Nein;Ja
10217;Gut;Ja;Ja;nein
10218;Gut;Ja;Nein;nein
10219;Gut;Ja;Nein;nein
10220;Gut;Ja;Nein;nein
10221;Schlecht;Ja;Nein;Ja
10222;Gut;Nein;Nein;nein
10223;Gut;Ja;Nein;nein
10224;Schlecht;Ja;Nein;Ja
10225;Schlecht;Nein;Nein;nein
10226;Gut;Nein;Ja;nein
10227;Schlecht;Nein;Nein;Ja
10228;Schlecht;Ja;Nein;Ja
10229;Schlecht;Ja;Nein;Ja
10230;Gut;Nein;Ja;nein
10231;Gut;Nein;Nein;nein
10232;Gut;Ja;Ja;nein
10233;Gut;Nein;Nein;nein
10234;Gut;Nein;Nein;nein
10235;Gut;Ja;Nein;nein
10236;Gut;Ja;Nein;nein
10237;Schlecht;Nein;Nein;Ja
10238;Schlecht;Ja;Nein;Ja
10239;Gut;Nein;Nein;nein
10240;Gut;Ja;Ja;nein
10241;Gut;Nein;Ja;nein
10242;Gut;Nein;Ja;Ja
10243;Schlecht;Nein;Nein;Ja
10244;Gut;Ja;Nein;nein
10245;Gut;Nein;Nein;Ja
10246;Gut;Nein;Ja;nein
10247;Gut;Ja;Nein;nein
10248;Schlecht;Nein;Nein;Ja
10249;Gut;Ja;Nein;nein
10250;Gut;Ja;Nein;nein
10251;Gut;Nein;Nein;Ja
10252;Gut;Nein;Nein;nein
10253;Gut;Nein;Nein;nein
10254;Schlecht;Ja;Ja;Ja
10255;Gut;Nein;Ja;nein
10256;Schlecht;Ja;Nein;Ja
10257;Gut;Nein;Ja;nein
10258;Gut;Ja;Nein;nein
10259;Schlecht;Nein;Nein;Ja
10260;Gut;Nein;Nein;nein
10261;Schlecht;Ja;Nein;Ja
10262;Gut;Nein;Nein;nein
10263;Gut;Nein;Nein;Ja
10264;Gut;Nein;Nein;nein
10265;Schlecht;Nein;Nein;Ja
10266;Gut;Nein;Ja;nein
10267;Gut;Nein;Ja;nein
10268;Gut;Ja;Nein;nein
10269;Schlecht;Nein;Ja;Ja
10270;Schlecht;Nein;Nein;Ja
10271;Gut;Nein;Ja;nein
10272;Gut;Nein;Ja;nein
10273;Gut;Nein;Nein;nein
10274;Gut;Ja;Nein;nein
10275;Gut;Nein;Nein;nein
10276;Gut;Nein;Nein;nein
10277;Gut;Nein;Nein;nein
10278;Schlecht;Nein;Nein;nein
10279;Schlecht;Ja;Nein;Ja
10280;Schlecht;Ja;Nein;Ja
10281;Gut;Ja;Nein;nein
10282;Gut;Ja;Nein;nein
10283;Schlecht;Ja;Nein;Ja
10284;Gut;Ja;Nein;nein
10285;Gut;Nein;Ja;Ja
10286;Gut;Ja;Nein;nein
10287;Gut;Nein;Ja;nein
10288;Gut;Ja;Nein;nein
10289;Schlecht;Nein;Nein;Ja
10290;Gut;Nein;Nein;nein
10291;Gut;Nein;Nein;nein
10292;Gut;Ja;Ja;nein
10293;Schlecht;Ja;Nein;Ja
10294;Schlecht;Ja;Nein;Ja
10295;Schlecht;Ja;Nein;Ja
10296;Gut;Ja;Nein;nein
10297;Gut;Nein;Nein;nein
10298;Gut;Nein;Nein;nein
10299;Gut;Ja;Nein;nein
10300;Schlecht;Ja;Nein;nein
10301;Gut;Nein;Nein;nein
10302;Schlecht;Nein;Nein;Ja
10303;Gut;Nein;Ja;nein
10304;Gut;Ja;Ja;nein
10305;Gut;Nein;Nein;nein
10306;Gut;Ja;Nein;nein
10307;Gut;Nein;Ja;nein
10308;Gut;Nein;Ja;nein
10309;Schlecht;Nein;Nein;Ja
10310;Gut;Nein;Ja;nein
10311;Gut;Nein;Nein;nein
10312;Schlecht;Ja;Nein;Ja
10313;Gut;Ja;Nein;nein
10314;Schlecht;Ja;Nein;Ja
10315;Gut;Ja;Nein;nein
10316;Gut;Nein;Nein;nein
10317;Gut;Nein;Ja;Ja
10318;Gut;Nein;Nein;nein
10319;Gut;Ja;Ja;nein
10320;Schlecht;Ja;Nein;nein
10321;Gut;Nein;Ja;nein
10322;Gut;Nein;Nein;nein
10323;Schlecht;Nein;Nein;nein
10324;Gut;Nein;Nein;nein
10325;Gut;Nein;Nein;nein
10326;Gut;Ja;Nein;nein
10327;Gut;Ja;Nein;nein
10328;Schlecht;Nein;Nein;Ja
10329;Gut;Ja;Nein;nein
10330;Gut;Nein;Nein;nein
10331;Gut;Nein;Nein;nein
10332;Schlecht;Nein;Nein;nein
10333;Gut;Ja;Nein;nein
10334;Gut;Nein;Nein;nein
10335;Gut;Nein;Nein;nein
10336;Gut;Nein;Ja;nein
10337;Schlecht;Nein;Nein;Ja
10338;Gut;Ja;Ja;nein
10339;Schlecht;Nein;Nein;Ja
10340;Schlecht;Nein;Nein;Ja
10341;Gut;Nein;Ja;nein
10342;Gut;Ja;Nein;nein
10343;Gut;Nein;Nein;nein
10344;Gut;Nein;Nein;nein
10345;Schlecht;Ja;Nein;Ja
10346;Gut;Ja;Ja;nein
10347;Schlecht;Nein;Nein;Ja
10348;Gut;Ja;Nein;nein
10349;Gut;Nein;Nein;nein
10350;Gut;Nein;Nein;nein
10351;Schlecht;Nein;Nein;Ja
10352;Gut;Nein;Nein;nein
10353;Gut;Ja;Nein;nein
10354;Gut;Nein;Nein;nein
10355;Schlecht;Ja;Nein;nein
10356;Gut;Nein;Nein;nein
10357;Gut;Ja;Nein;nein
10358;Schlecht;Nein;Nein;Ja
10359;Schlecht;Ja;Nein;nein
10360;Schlecht;Ja;Nein;Ja
10361;Schlecht;Ja;Ja;nein
10362;Gut;Ja;Ja;nein
10363;Schlecht;Nein;Nein;Ja
10364;Schlecht;Nein;Nein;Ja
10365;Gut;Ja;Ja;nein
10366;Schlecht;Nein;Nein;nein
10367;Gut;Nein;Nein;nein
10368;Gut;Ja;Nein;nein
10369;Gut;Nein;Nein;nein
10370;Gut;Nein;Nein;nein
10371;Gut;Nein;Nein;nein
10372;Gut;Nein;Nein;nein
10373;Schlecht;Ja;Nein;Ja
10374;Gut;Ja;Nein;nein
10375;Gut;Nein;Nein;nein
10376;Schlecht;Ja;Nein;Ja
10377;Gut;Ja;Nein;nein
10378;Gut;Ja;Nein;nein
10379;Schlecht;Nein;Nein;Ja
10380;Gut;Nein;Nein;Ja
10381;Gut;Ja;Nein;nein
10382;Gut;Ja;Nein;nein
10383;Gut;Nein;Nein;nein
10384;Gut;Nein;Ja;nein
10385;Gut;Nein;Ja;nein
10386;Gut;Nein;Ja;nein
10387;Gut;Nein;Nein;nein
10388;Schlecht;Nein;Nein;nein
10389;Gut;Ja;Ja;nein
10390;Schlecht;Ja;Nein;Ja
10391;Gut;Ja;Nein;nein
10392;Schlecht;Nein;Nein;Ja
10393;Gut;Ja;Nein;nein
10394;Gut;Ja;Nein;nein
10395;Gut;Nein;Nein;nein
10396;Gut;Nein;Nein;nein
10397;Gut;Ja;Nein;nein
10398;Gut;Ja;Nein;nein
10399;Schlecht;Nein;Nein;Ja
10400;Gut;Nein;Nein;nein
10401;Schlecht;Ja;Nein;nein
10402;Schlecht;Nein;Nein;nein
10403;Schlecht;Nein;Nein;Ja
10404;Schlecht;Ja;Nein;nein
10405;Gut;Ja;Nein;nein
10406;Schlecht;Ja;Nein;Ja
10407;Gut;Ja;Nein;nein
10408;Schlecht;Nein;Nein;Ja
10409;Gut;Nein;Nein;nein
10410;Gut;Nein;Ja;nein
10411;Gut;Nein;Ja;nein
10412;Schlecht;Nein;Nein;Ja
10413;Gut;Nein;Nein;Ja
10414;Gut;Nein;Nein;Ja
10415;Gut;Nein;Nein;nein
10416;Schlecht;Ja;Nein;Ja
10417;Gut;Nein;Nein;nein
10418;Gut;Nein;Nein;nein
10419;Gut;Ja;Nein;nein
10420;Gut;Nein;Nein;nein
10421;Schlecht;Ja;Ja;Ja
10422;Gut;Nein;Nein;nein
10423;Gut;Nein;Ja;nein
10424;Schlecht;Ja;Nein;Ja
10425;Gut;Nein;Ja;nein
10426;Gut;Ja;Nein;nein
10427;Gut;Nein;Nein;nein
10428;Schlecht;Ja;Nein;Ja
10429;Gut;Nein;Nein;nein
10430;Gut;Nein;Ja;nein
10431;Schlecht;Ja;Nein;Ja
10432;Gut;Nein;Nein;nein
10433;Schlecht;Ja;Nein;nein
10434;Schlecht;Nein;Nein;Ja
10435;Gut;Nein;Nein;nein
10436;Schlecht;Ja;Nein;Ja
10437;Gut;Ja;Ja;nein
10438;Gut;Nein;Ja;nein
10439;Schlecht;Nein;Nein;Ja
10440;Schlecht;Nein;Nein;Ja
10441;Gut;Ja;Ja;nein
10442;Gut;Nein;Ja;nein
10443;Gut;Nein;Ja;nein
10444;Schlecht;Ja;Nein;Ja
10445;Gut;Nein;Ja;nein
10446;Gut;Nein;Nein;nein
10447;Gut;Ja;Nein;nein
10448;Gut;Nein;Ja;nein
10449;Schlecht;Nein;Nein;Ja
10450;Gut;Nein;Nein;nein
10451;Gut;Ja;Nein;nein
10452;Schlecht;Nein;Nein;Ja
10453;Gut;Nein;Nein;nein
10454;Schlecht;Nein;Nein;Ja
10455;Gut;Nein;Nein;nein
10456;Gut;Nein;Nein;nein
10457;Gut;Ja;Nein;nein
10458;Schlecht;Nein;Nein;nein
10459;Gut;Ja;Nein;nein
10460;Gut;Nein;Ja;nein
10461;Schlecht;Nein;Nein;Ja
10462;Gut;Ja;Nein;nein
10463;Gut;Nein;Nein;nein
10464;Gut;Nein;Nein;nein
10465;Gut;Ja;Nein;nein
10466;Gut;Ja;Nein;nein
10467;Schlecht;Nein;Nein;Ja
10468;Gut;Nein;Nein;nein
10469;Gut;Ja;Nein;nein
10470;Gut;Nein;Nein;nein
10471;Gut;Nein;Ja;nein
10472;Gut;Ja;Nein;nein
10473;Gut;Nein;Nein;nein
10474;Gut;Ja;Nein;nein
10475;Gut;Nein;Nein;nein
10476;Gut;Ja;Ja;nein
10477;Gut;Nein;Nein;nein
10478;Schlecht;Ja;Nein;Ja
10479;Schlecht;Ja;Nein;Ja
10480;Gut;Nein;Nein;nein
10481;Gut;Nein;Nein;nein
10482;Schlecht;Nein;Nein;nein
10483;Gut;Ja;Nein;nein
10484;Gut;Nein;Ja;nein
10485;Schlecht;Ja;Nein;Ja
10486;Schlecht;Nein;Ja;Ja
10487;Gut;Nein;Ja;nein
10488;Gut;Ja;Nein;nein
10489;Gut;Nein;Nein;nein
10490;Schlecht;Nein;Nein;Ja
10491;Gut;Ja;Nein;nein
10492;Gut;Ja;Ja;nein
10493;Gut;Nein;Ja;nein
10494;Gut;Ja;Ja;nein
10495;Gut;Nein;Nein;nein
10496;Schlecht;Nein;Nein;Ja
10497;Gut;Nein;Nein;nein
10498;Schlecht;Ja;Nein;Ja
10499;Gut;Ja;Nein;nein
10500;Gut;Ja;Nein;nein
10501;Schlecht;Ja;Nein;Ja
10502;Gut;Nein;Nein;nein
10503;Schlecht;Ja;Nein;Ja
10504;Schlecht;Ja;Nein;Ja
10505;Gut;Nein;Nein;nein
10506;Gut;Ja;Nein;nein
10507;Schlecht;Ja;Nein;Ja
10508;Gut;Nein;Nein;nein
10509;Gut;Nein;Nein;nein
10510;Gut;Nein;Ja;nein
10511;Gut;Nein;Nein;Ja
10512;Schlecht;Nein;Nein;Ja
10513;Gut;Ja;Nein;nein
10514;Schlecht;Nein;Nein;Ja
10515;Gut;Nein;Ja;nein
10516;Gut;Ja;Nein;nein
10517;Gut;Ja;Nein;nein
10518;Gut;Ja;Ja;nein
10519;Schlecht;Nein;Nein;nein
10520;Gut;Nein;Nein;nein
10521;Gut;Nein;Nein;nein
10522;Gut;Nein;Nein;Ja
10523;Schlecht;Nein;Nein;Ja
10524;Schlecht;Nein;Nein;Ja
10525;Gut;Nein;Ja;Ja
10526;Gut;Ja;Ja;nein
10527;Gut;Ja;Ja;nein
10528;Schlecht;Ja;Nein;Ja
10529;Schlecht;Ja;Nein;Ja
10530;Schlecht;Ja;Nein;Ja
10531;Gut;Ja;Nein;nein
10532;Schlecht;Ja;Nein;Ja
10533;Gut;Nein;Nein;nein
10534;Gut;Nein;Nein;nein
10535;Schlecht;Ja;Nein;Ja
10536;Schlecht;Nein;Nein;Ja
10537;Gut;Nein;Nein;nein
10538;Gut;Ja;Nein;nein
10539;Gut;Nein;Ja;nein
10540;Gut;Ja;Nein;nein
10541;Gut;Nein;Nein;nein
10542;Schlecht;Ja;Nein;nein
10543;Gut;Ja;Ja;nein
10544;Gut;Ja;Nein;nein
10545;Gut;Ja;Nein;nein
10546;Schlecht;Ja;Nein;Ja
10547;Gut;Nein;Nein;nein
10548;Gut;Nein;Ja;nein
10549;Gut;Ja;Ja;nein
10550;Schlecht;Nein;Nein;Ja
10551;Gut;Ja;Nein;nein
10552;Schlecht;Ja;Nein;Ja
10553;Schlecht;Ja;Nein;Ja
10554;Gut;Ja;Nein;nein
10555;Gut;Ja;Ja;nein
10556;Gut;Nein;Ja;nein
10557;Schlecht;Ja;Nein;nein
10558;Gut;Nein;Nein;nein
10559;Schlecht;Ja;Nein;nein
10560;Gut;Ja;Nein;nein
10561;Schlecht;Ja;Ja;Ja
10562;Schlecht;Nein;Nein;Ja
10563;Schlecht;Nein;Nein;Ja
10564;Schlecht;Nein;Nein;Ja
10565;Schlecht;Ja;Nein;Ja
10566;Schlecht;Nein;Nein;Ja
10567;Gut;Nein;Nein;nein
10568;Gut;Nein;Nein;nein
10569;Gut;Nein;Nein;Ja
10570;Gut;Ja;Nein;nein
10571;Schlecht;Ja;Nein;Ja
10572;Gut;Nein;Nein;nein
10573;Schlecht;Ja;Nein;Ja
10574;Gut;Ja;Ja;nein
10575;Gut;Nein;Nein;nein
10576;Gut;Ja;Ja;nein
10577;Gut;Nein;Nein;nein
10578;Gut;Nein;Nein;nein
10579;Gut;Ja;Nein;nein
10580;Gut;Nein;Ja;nein
10581;Gut;Ja;Nein;nein
10582;Gut;Nein;Ja;nein
10583;Schlecht;Ja;Nein;Ja
10584;Gut;Nein;Nein;Ja
10585;Gut;Nein;Nein;nein
10586;Schlecht;Nein;Nein;Ja
10587;Gut;Nein;Nein;Ja
10588;Gut;Ja;Ja;nein
10589;Gut;Nein;Nein;nein
10590;Gut;Nein;Nein;nein
10591;Gut;Ja;Nein;nein
10592;Schlecht;Ja;Ja;Ja
10593;Gut;Nein;Ja;nein
10594;Gut;Nein;Ja;Ja
10595;Schlecht;Ja;Nein;Ja
10596;Schlecht;Ja;Nein;Ja
10597;Gut;Nein;Nein;Ja
10598;Gut;Ja;Nein;nein
10599;Schlecht;Ja;Ja;Ja
10600;Gut;Nein;Nein;nein
10601;Gut;Ja;Nein;nein
10602;Gut;Ja;Nein;nein
10603;Schlecht;Ja;Nein;nein
10604;Schlecht;Nein;Nein;Ja
10605;Schlecht;Ja;Nein;Ja
10606;Schlecht;Nein;Nein;Ja
10607;Gut;Ja;Ja;nein
10608;Gut;Nein;Nein;nein
10609;Gut;Ja;Nein;nein
10610;Gut;Ja;Ja;nein
10611;Schlecht;Ja;Nein;Ja
10612;Gut;Ja;Nein;nein
10613;Gut;Ja;Nein;nein
10614;Gut;Nein;Nein;nein
10615;Schlecht;Ja;Nein;Ja
10616;Schlecht;Nein;Nein;Ja
10617;Gut;Nein;Nein;nein
10618;Schlecht;Ja;Nein;Ja
10619;Gut;Ja;Nein;nein
10620;Gut;Nein;Nein;nein
10621;Gut;Nein;Nein;nein
10622;Schlecht;Nein;Nein;Ja
10623;Gut;Ja;Nein;nein
10624;Gut;Nein;Ja;nein
10625;Schlecht;Nein;Nein;Ja
10626;Gut;Nein;Ja;nein
10627;Gut;Ja;Nein;nein
10628;Gut;Ja;Nein;nein
10629;Gut;Ja;Nein;nein
10630;Schlecht;Nein;Ja;Ja
10631;Gut;Nein;Nein;nein
10632;Gut;Nein;Ja;nein
10633;Gut;Nein;Nein;Ja
10634;Schlecht;Ja;Nein;Ja
10635;Gut;Nein;Ja;nein
10636;Gut;Nein;Nein;nein
10637;Gut;Nein;Ja;nein
10638;Gut;Ja;Nein;nein
10639;Schlecht;Ja;Nein;nein
10640;Schlecht;Nein;Nein;Ja
10641;Schlecht;Ja;Ja;Ja
10642;Schlecht;Nein;Nein;Ja
10643;Gut;Nein;Nein;Ja
10644;Schlecht;Nein;Nein;Ja
10645;Gut;Nein;Nein;nein
10646;Gut;Nein;Nein;nein
10647;Gut;Nein;Ja;nein
10648;Schlecht;Ja;Nein;Ja
10649;Schlecht;Nein;Nein;Ja
10650;Gut;Ja;Nein;nein
10651;Gut;Ja;Nein;nein
10652;Gut;Nein;Nein;nein
10653;Gut;Nein;Nein;nein
10654;Gut;Nein;Ja;nein
10655;Schlecht;Nein;Nein;Ja
10656;Schlecht;Nein;Nein;Ja
10657;Gut;Nein;Ja;nein
10658;Gut;Nein;Nein;nein
10659;Gut;Ja;Nein;nein
10660;Gut;Nein;Nein;nein
10661;Gut;Ja;Nein;nein
10662;Gut;Nein;Ja;nein
10663;Gut;Nein;Nein;nein
10664;Schlecht;Nein;Nein;nein
10665;Schlecht;Nein;Nein;Ja
10666;Gut;Nein;Nein;nein
10667;Gut;Nein;Nein;nein
10668;Gut;Ja;Nein;nein
10669;Gut;Nein;Nein;Ja
10670;Schlecht;Nein;Ja;Ja
10671;Schlecht;Nein;Nein;Ja
10672;Schlecht;Nein;Nein;Ja
10673;Schlecht;Nein;Nein;Ja
10674;Schlecht;Ja;Nein;nein
10675;Schlecht;Ja;Nein;Ja
10676;Gut;Ja;Nein;nein
10677;Gut;Ja;Nein;nein
10678;Gut;Nein;Nein;nein
10679;Gut;Ja;Ja;nein
10680;Gut;Nein;Nein;nein
10681;Schlecht;Ja;Nein;Ja
10682;Gut;Nein;Nein;nein
10683;Schlecht;Ja;Nein;Ja
10684;Schlecht;Nein;Nein;Ja
10685;Gut;Ja;Nein;nein
10686;Gut;Nein;Nein;Ja
10687;Gut;Ja;Ja;nein
10688;Schlecht;Nein;Nein;Ja
10689;Schlecht;Nein;Nein;Ja
10690;Schlecht;Ja;Nein;Ja
10691;Gut;Nein;Nein;nein
10692;Gut;Nein;Nein;nein
10693;Gut;Nein;Nein;nein
10694;Schlecht;Nein;Nein;Ja
10695;Gut;Nein;Nein;nein
10696;Schlecht;Ja;Nein;Ja
10697;Schlecht;Ja;Nein;Ja
10698;Schlecht;Nein;Nein;Ja
10699;Gut;Ja;Nein;nein
10700;Gut;Nein;Nein;nein
10701;Schlecht;Nein;Nein;Ja
10702;Schlecht;Nein;Nein;Ja
10703;Gut;Ja;Nein;nein
10704;Gut;Nein;Nein;nein
10705;Gut;Nein;Nein;nein
10706;Gut;Nein;Nein;Ja
10707;Schlecht;Ja;Nein;Ja
10708;Gut;Nein;Ja;nein
10709;Schlecht;Nein;Nein;nein
10710;Schlecht;Ja;Ja;Ja
10711;Schlecht;Nein;Nein;Ja
10712;Schlecht;Nein;Nein;Ja
10713;Schlecht;Ja;Nein;Ja
10714;Gut;Nein;Nein;nein
10715;Schlecht;Nein;Nein;Ja
10716;Gut;Ja;Nein;nein
10717;Gut;Nein;Ja;nein
10718;Gut;Nein;Nein;nein
10719;Gut;Nein;Nein;nein
10720;Gut;Ja;Nein;nein
10721;Gut;Nein;Nein;nein
10722;Gut;Nein;Nein;nein
10723;Gut;Nein;Nein;Ja
10724;Schlecht;Ja;Nein;Ja
10725;Gut;Nein;Nein;nein
10726;Schlecht;Ja;Nein;Ja
10727;Schlecht;Ja;Nein;Ja
10728;Schlecht;Nein;Nein;Ja
10729;Schlecht;Ja;Ja;Ja
10730;Gut;Nein;Nein;nein
10731;Gut;Nein;Ja;nein
10732;Gut;Ja;Ja;nein
10733;Gut;Nein;Ja;nein
10734;Gut;Nein;Nein;nein
10735;Gut;Nein;Nein;nein
10736;Schlecht;Nein;Nein;Ja
10737;Gut;Nein;Nein;nein
10738;Schlecht;Ja;Nein;nein
10739;Schlecht;Nein;Ja;Ja
10740;Schlecht;Ja;Nein;nein
10741;Schlecht;Nein;Nein;Ja
10742;Schlecht;Nein;Nein;Ja
10743;Gut;Ja;Ja;nein
10744;Gut;Ja;Nein;nein
10745;Gut;Nein;Nein;nein
10746;Gut;Ja;Nein;nein
10747;Gut;Ja;Nein;nein
10748;Gut;Nein;Nein;nein
10749;Gut;Nein;Ja;nein
10750;Schlecht;Nein;Nein;Ja
10751;Gut;Nein;Nein;nein
10752;Schlecht;Nein;Nein;Ja
10753;Gut;Nein;Nein;nein
10754;Gut;Ja;Nein;nein
10755;Gut;Nein;Nein;nein
10756;Gut;Nein;Nein;nein
10757;Gut;Nein;Nein;nein
10758;Gut;Nein;Nein;nein
10759;Gut;Ja;Nein;nein
10760;Gut;Nein;Nein;nein
10761;Schlecht;Nein;Nein;Ja
10762;Gut;Ja;Nein;nein
10763;Schlecht;Nein;Nein;Ja
10764;Schlecht;Ja;Nein;Ja
10765;Schlecht;Nein;Nein;Ja
10766;Gut;Ja;Nein;nein
10767;Schlecht;Ja;Nein;Ja
10768;Schlecht;Ja;Nein;Ja
10769;Gut;Nein;Nein;Ja
10770;Schlecht;Ja;Ja;Ja
10771;Gut;Ja;Ja;nein
10772;Gut;Nein;Nein;nein
10773;Schlecht;Nein;Nein;Ja
10774;Schlecht;Nein;Nein;Ja
10775;Schlecht;Ja;Nein;Ja
10776;Schlecht;Ja;Nein;Ja
10777;Gut;Nein;Ja;nein
10778;Gut;Nein;Nein;nein
10779;Gut;Nein;Nein;nein
10780;Gut;Nein;Nein;nein
10781;Schlecht;Ja;Nein;Ja
10782;Schlecht;Ja;Nein;nein
10783;Gut;Ja;Nein;nein
10784;Schlecht;Ja;Nein;Ja
